TESTE_ID;INSERT_AM;INSERT_VON;UPDATE_AM;UPDATE_VON;LABOR_GROUP_ID;TEST_NR;NAME_KURZ;NAME_KURZ_10;NAME_LANG;NAME_STATISTIK;NAME_BEFUND;NAME_BEFUND_LANG;GUELTIG_AB;GUELTIG_BIS;EINHEIT_ID;TESTGRUPPE_ID;BEFUNDGRUPPE_ID;HOLGRUPPE_ID;BERECHNUNG_ANFOF;BERECHNUNG_FLAGF;BERECHNUNG_WERTF;ANZEIGE_NR;MATERIAL_ID;TEST_GESPERRT;ANFORDERUNG_BIS;TESTE_BESCHR_ID;MATERIAL_HOLBAR;NOT_TEST;RD_TEST;BD_TEST;SD_TEST;SOP_ABNAHME_ID;SOP_VERFAHREN_ID;SOP_ENTSORGEN_ID;GRAFIK_VORHANDEN;QUAKO_ANALYT_ID;LEISTUNG_TEST_NR;TESTE_ANZ;TESTE_INF;NAME_KURZ_FREMD;NAME_LANG_FREMD;METHODE;MATERIAL_FREMD;INSERT_VON_HAUS;ARBEITSPLATZ_ID;ZUSATZ_ANFO_NR;ZUSATZ_ANSICHT;TESTE_MASK_ID;ANHANG_TEST;LOESCHEN;VERDECKE_MOD_ERG;QC_ANZEIGE;VOL_EINHEIT;NICHTANFORDERBAR;NICHT_EINZELN_ANFORDERBAR;NICHT_ABRECHNEN;NICHT_STATISTIK;QC_UEBERWACHEN_GR;MAT_TESTE_MAT_ID
501,0;10.02.2003 17:26;;06.11.2024 15:44;;1,0;501,0;"A_END";"ENDOMYS";"Ak g. Endomysium (Ig";;"Ak g. Endomysium (Ig";"Ak. g. Endomysium IgA (IFT)";10.02.2003;;4444,0;;;;;;;;42,0;"0";;;0,0;1,0;1,0;1,0;1,0;;;;0,0;;501,0;"A_ENDOMY";;"A_ENDOMY";"Ak g. Endomysium (IgA)";;"S";501,0;13,0;;;;;;;1,0;;;;;;;
503,0;10.02.2003 17:37;;12.03.2024 15:42;;1,0;503,0;"TOXO_";"TOXO_G";"Toxoplasma IgG (CLIA";"";"Toxoplasma IgG (CLIA";"Toxoplasma IgG (CLIA)";10.02.2003;;4672,0;;;;"0";"0";"0";;42,0;"0";;;0,0;1,0;1,0;1,0;1,0;;;;0,0;;503,0;"Toxoplasmose-IgG";;"TOXO_G";"Toxoplasma IgG (EIA)";;"";503,0;5,0;;;;;;;1,0;;;0,0;;;;
504,0;10.02.2003 17:37;;12.03.2024 15:43;;1,0;504,0;"TOXO_";"TOXO_M";"Toxoplasma IgM (CLIA";"";"Toxoplasma IgM (CLIA";"Toxoplasma IgM (CLIA)";10.02.2003;;4445,0;;;;"0";"0";"0";;42,0;"0";;;0,0;1,0;1,0;1,0;1,0;;;;0,0;;504,0;"Toxoplasmose-IgM";;"TOXO_M";"Toxoplasma IgM";;"";504,0;5,0;;;;;;;1,0;;;0,0;;;;
509,0;10.02.2003 17:45;;16.11.2005 15:10;;1,0;509,0;"FSME_";"FSME_G";"FSME-IgG";"";"FSME-IgG";"FSME-IgG";10.02.2003;;6,0;;;;;;;;42,0;"0";;;0,0;1,0;1,0;1,0;1,0;;;;0,0;;509,0;"FSME_G";;"FSME_G";"FSME-IgG";;"";509,0;16,0;;;;;;;1,0;;;0,0;;;;
510,0;10.02.2003 17:45;;08.02.2021 11:52;;1,0;510,0;"HNST-";"HNST-N U";"Harnstoff-N im Urin";;"Harnstoff-N im Urin";"Harnstoff-N im Urin";10.02.2003;;3,0;;;;;;;;2,0;"0";;;0,0;1,0;1,0;1,0;1,0;;;;0,0;30070,0;510,0;"HNST-NU";;"HNST-NU";"Harnstoff-N im Urin";;"US";510,0;19,0;;;;;;;1,0;;;0,0;;;1,0;
513,0;10.02.2003 17:45;;10.09.2013 11:22;;1,0;513,0;"OESTR";"OESTRAD";"Oestradiol";"";"Oestradiol";"Oestradiol";10.02.2003;;60,0;;;;;;;;1,0;"0";;;0,0;1,0;1,0;1,0;1,0;;;;0,0;10170,0;513,0;"OESTRAD";;"OESTRAD";"Oestradiol";;"";513,0;5,0;;;;;;;1,0;1,0;;0,0;;;1,0;
514,0;10.02.2003 17:45;;10.09.2015 15:08;;1,0;514,0;"TESTO";"TESTOST";"Testosteron i.Serum";"";"Testosteron i.Serum";"Testosteron";10.02.2003;;57,0;;;;;;;;1,0;"0";;;0,0;1,0;1,0;1,0;1,0;;;;0,0;10460,0;514,0;"TESTOST";;"TESTOST";"Testosteron i.Serum";;"";514,0;5,0;;"";;;;;1,0;1,0;;0,0;;;1,0;
515,0;10.02.2003 17:46;;29.12.2015 12:04;;1,0;515,0;"A_1_A";"A_1_AT";"alpha-1-Antitrypsin";"";"alpha-1-Antitrypsin";"alpha-1-Antitrypsin";10.02.2003;;4,0;;;;"0";"0";"0";;1,0;"0";;;0,0;1,0;1,0;1,0;1,0;;;;0,0;;515,0;"alpha-1-Antitrypsin";;"A_1_AT";"alpha-1-Antitrypsin";;"";515,0;5,0;;;;;;;1,0;1,0;;0,0;;;;
516,0;10.02.2003 17:47;;12.02.2020 08:53;;1,0;516,0;"FAKVI";"FAKVIII";"Faktor VIII";;"Faktor VIII";"Faktor VIII";10.02.2003;;15,0;;;;;;;;326,0;"0";;;0,0;1,0;1,0;1,0;1,0;;;;0,0;;516,0;"FAKVIII";;"FAKVIII";"Faktor VIII";;"";516,0;11,0;;;;;;;1,0;;;0,0;;;;
517,0;10.02.2003 17:49;;07.01.2019 10:10;;1,0;517,0;"EPI/K";"EPI/KOL";"Epinephrin/Kollagen";"";"Epinephrin/Kollagen";"Epinephrin/Kollagen";10.02.2003;;16,0;;;;;;;;279,0;"0";;;0,0;1,0;1,0;1,0;1,0;;;;0,0;;517,0;"EPI/KOLL";;"EPI/KOLL";"Epinephrin/Kollagen";;"";517,0;15,0;;;;;;;1,0;;;0,0;;;;
518,0;10.02.2003 17:55;;07.01.2019 10:10;;1,0;518,0;"ADP/K";"ADP/KOL";"ADP/Kollagen";"";"ADP/Kollagen";"ADP/Kollagen";10.02.2003;;16,0;;;;;;;;279,0;"0";;;0,0;1,0;1,0;1,0;1,0;;;;0,0;;518,0;"ADP/KOLL";;"ADP/KOLL";"ADP/Kollagen";;"";518,0;15,0;;;;;;;1,0;;;;;;;
519,0;10.02.2003 17:56;;20.11.2007 11:41;;1,0;519,0;"TNFA";"TNFA";"TNF-alpha";;"TNF-alpha";"TNF-alpha";10.02.2003;;60,0;;;;;;;;1,0;"0";;;0,0;1,0;1,0;1,0;1,0;;;;0,0;;519,0;"TNFA";;"TNFA";"TNF-alpha";;"SI";519,0;22,0;;;;;;;;10,0;;0,0;;;;
530,0;10.02.2003 18:04;;19.02.2015 10:02;;1,0;530,0;"CD3";"CD3 %";"CD3";"";"CD3";"T-Lymphozyten (CD3)";10.02.2003;;4685,0;;;;;;;;327,0;"0";;;0,0;1,0;1,0;1,0;1,0;;;;0,0;;530,0;"CD3";;"CD3";"";;"E";530,0;14,0;;"";;;;;1,0;;;1,0;1,0;1,0;;
532,0;10.02.2003 18:04;;19.02.2015 10:02;;1,0;532,0;"CD4";"CD4 %";"CD4";"";"CD4";"Helfer-T-Lymphozyten (CD4)";10.02.2003;;4685,0;;;;;;;;327,0;"0";;;0,0;1,0;1,0;1,0;1,0;;;;0,0;;532,0;"CD4";;"CD4";"";;"E";532,0;14,0;;"";;;;;1,0;;;1,0;;;;
534,0;10.02.2003 18:04;;19.02.2015 10:02;;1,0;534,0;"CD8";"CD8 %";"CD8";"";"CD8";"Suppressor-T-Lymphozyten (CD8)";10.02.2003;;4685,0;;;;;;;;327,0;"0";;;0,0;1,0;1,0;1,0;1,0;;;;0,0;;534,0;"CD8";;"CD8";"";;"E";534,0;14,0;;"";;;;;1,0;;;1,0;;;;
536,0;10.02.2003 18:04;;19.02.2015 10:02;;1,0;536,0;"CD19";"CD19 %";"CD19";"";"CD19";"B-Lymphozyten (CD19)";10.02.2003;;4685,0;;;;;;;;327,0;"0";;;0,0;1,0;1,0;1,0;1,0;;;;0,0;;536,0;"CD19";;"CD19";"";;"E";536,0;14,0;;"";;;;;1,0;;;1,0;;;;
538,0;10.02.2003 18:04;;19.02.2015 10:02;;1,0;538,0;"CD16C";"CD16CD56";"CD16CD56";"";"CD16CD56";"Natürliche Killerzellen (CD16/56)";10.02.2003;;15,0;;;;;;;;327,0;"0";;;0,0;1,0;1,0;1,0;1,0;;;;0,0;;538,0;"CD16CD56";;"CD16CD56";"";;"E";538,0;14,0;;"";;;;;1,0;;;1,0;;;;
551,0;10.02.2003 18:05;;24.03.2023 09:48;;1,0;551,0;"IGD";"IGD";"IgD";"";"IgD";"IgD";10.02.2003;;6,0;;;;;;;;1,0;"0";;;0,0;1,0;1,0;1,0;1,0;;;;0,0;;551,0;"IGD";;"IGD";"IgD";;"";551,0;22,0;;;;;;;1,0;1,0;;0,0;;;;
567,0;10.02.2003 18:22;;18.03.2024 08:34;;1,0;567,0;"VIT A";"VIT A";"Vitamin A (Retinol)";"";"Vitamin A (Retinol)";"Vitamin A (Retinol) im Serum";10.02.2003;;14,0;;;;;;;;1,0;"0";;;0,0;1,0;1,0;1,0;1,0;;;;0,0;;567,0;"VIT A";;"VIT A";"Vitamin A (Retinol)";;"";567,0;22,0;;"";;;;;1,0;10,0;;0,0;;;;
568,0;10.02.2003 18:25;;18.04.2020 13:59;;1,0;568,0;"IL-6";"IL-6";"IL-6";"";"IL-6";"IL-6";10.02.2003;;60,0;;;;;;;;1,0;"0";;;0,0;1,0;1,0;1,0;1,0;;;;0,0;;568,0;"IL-6";;"IL-6";"IL-6";;"SB";568,0;5,0;;"";;;;;1,0;1,0;;0,0;;;;
569,0;10.02.2003 18:25;;31.10.2013 14:09;;1,0;569,0;"KALZI";"KALZITON";"Kalzitonin";"";"Kalzitonin";"Kalzitonin";10.02.2003;;60,0;;;;;;;;170,0;"0";;;0,0;1,0;1,0;1,0;1,0;;;;0,0;;569,0;"KALZITON";;"KALZITON";"Kalzitonin";;"";569,0;27,0;;"";;;;;1,0;;;0,0;;;;
571,0;10.02.2003 18:34;;18.03.2024 08:35;;1,0;571,0;"VIT E";"VIT E";"Vitamin E (a-Tocophe";"";"Vitamin E (a-Tocophe";"Vitamin E (a-Tocopherol) im Serum";10.02.2003;;37,0;;;;;;;;1,0;"0";;;0,0;1,0;1,0;1,0;1,0;;;;0,0;;571,0;"VIT E";;"VIT E";"Vitamin E (a-Tocopherol)";;"";571,0;22,0;;"";;;;;1,0;10,0;;0,0;;;;
572,0;10.02.2003 21:10;;19.11.2007 15:02;;1,0;572,0;"INSUL";"INSULIN";"Insulin";"";"Insulin";"Insulin";10.02.2003;;4686,0;;;;;;;;1,0;"0";;;0,0;1,0;1,0;1,0;1,0;;;;0,0;;572,0;"INSULIN";;"INSULIN";"Insulin";;"";572,0;27,0;;"";;;;;1,0;1,0;;0,0;;;;
574,0;10.02.2003 21:12;;19.02.2015 10:02;;1,0;574,0;"CD4/C";"CD4/CD8";"CD4/CD8 Ratio";;"CD4/CD8 Ratio";"CD4/CD8 Ratio";10.02.2003;;4445,0;;;;;;;;327,0;"0";;;0,0;1,0;1,0;1,0;1,0;;;;0,0;;574,0;"CD4/CD8";;"CD4/CD8";"CD4/CD8 Ratio";;"E";574,0;14,0;;;;;;;1,0;;;1,0;1,0;1,0;;
577,0;11.02.2003 09:30;;07.07.2021 10:01;;1,0;577,0;"ERYTH";"ERYTHROP";"Erythropoetin";;"Erythropoetin";"Erythropoetin";11.02.2003;;59,0;;;;;;;;1,0;"0";;;0,0;1,0;1,0;1,0;1,0;;;;0,0;;577,0;"ERYTHROP";;"ERYTHROP";"Erythropoetin";;"";577,0;22,0;;;;;;;1,0;;;0,0;;;;
579,0;11.02.2003 09:32;;26.11.2020 15:15;;1,0;579,0;"CHLOR";"CHLORPRO";"Chlorprothixen";;"Chlorprothixen";"Chlorprothixen";11.02.2003;;36,0;;;;;;;;1,0;"0";;;0,0;1,0;1,0;1,0;1,0;;;;0,0;;579,0;"CHLORPRO";;"CHLORPRO";"Chlorprothixen";;"S";579,0;27,0;;;;;;;1,0;1,0;;;;;;
589,0;11.02.2003 09:43;;27.09.2007 11:40;;1,0;589,0;"IGA_L";"IGA_L";"IgA im Liquor";;"IgA im Liquor";"IgA im Liquor";11.02.2003;;3,0;;;;;;;;4,0;"0";;;0,0;1,0;1,0;1,0;1,0;;;;0,0;20040,0;589,0;"IGA_L IS";;"IGA_L";"IgA im Liquor";;"L";589,0;30,0;;;;;;;1,0;;;0,0;;;4,0;
591,0;11.02.2003 09:43;;27.09.2007 11:40;;1,0;591,0;"IGM_L";"IGM_L";"IgM im Liquor";;"IgM im Liquor";"IgM im Liquor";11.02.2003;;3,0;;;;;;;;4,0;"0";;;0,0;1,0;1,0;1,0;1,0;;;;0,0;20060,0;591,0;"IGM_L IS";;"IGM_L";"IgM im Liquor";;"L";591,0;30,0;;;;;;;1,0;;;0,0;;;4,0;
595,0;11.02.2003 09:43;;16.11.2005 15:10;;1,0;595,0;"FSME_";"FSME_M";"FSME-IgM";;"FSME-IgM";"FSME-IgM";11.02.2003;;4445,0;;;;;;;;42,0;"0";;;0,0;1,0;1,0;1,0;1,0;;;;0,0;;595,0;"FSME_M";;"FSME_M";"FSME-IgM";;"S";595,0;16,0;;;;;;;1,0;;;0,0;;;;
600,0;11.02.2003 09:45;;18.03.2024 08:35;;1,0;600,0;"THRO_";"THRO_A_G";"Thromb. Auto-Ak geb.";;"Thrombozyten Auto-Ak";"Thrombozyten Auto-Ak (gebunden) im Citratblut";11.02.2003;;4445,0;;;;;;;;8,0;"0";;;0,0;1,0;1,0;1,0;1,0;;;;0,0;;600,0;"THRO_A_G";;"THRO_A_G";"Thrombozyten Auto-Ak (gebunden)";;"";600,0;22,0;;;;;;;1,0;;;0,0;;;;
602,0;11.02.2003 09:46;;19.11.2007 15:02;;1,0;602,0;"SULTI";"SULTIAM";"Sultiam";;"Sultiam";"Sultiam";11.02.2003;;5,0;;;;;;;;1,0;"0";;;0,0;1,0;1,0;1,0;1,0;;;;0,0;;602,0;"SULTIAM";;"SULTIAM";"Sultiam";;"S";602,0;27,0;;;;;;;1,0;1,0;;0,0;;;;
604,0;11.02.2003 09:47;;12.03.2024 15:42;;1,0;604,0;"ROET_";"ROET_M";"Röteln IgM (CLIA)";;"Röteln IgM (CLIA)";"Röteln IgM (CLIA)";11.02.2003;;4451,0;;;;;;;;42,0;"0";;;0,0;1,0;1,0;1,0;1,0;;;;0,0;;604,0;"ROET_M";;"ROET_M";"R|teln-ELISA-IgM";;"";604,0;5,0;;;;;;;1,0;;;0,0;;;;
608,0;11.02.2003 09:49;;12.02.2020 08:53;;1,0;608,0;"FAKIX";"FAKIX";"Faktor IX";;"Faktor IX";"Faktor IX";11.02.2003;;15,0;;;;;;;;326,0;"0";;;0,0;1,0;1,0;1,0;1,0;;;;0,0;;608,0;"FAKIX";;"FAKIX";"Faktor IX";;"";608,0;11,0;;;;;;;1,0;;;0,0;;;;
622,0;11.02.2003 09:52;;16.11.2005 15:10;;1,0;622,0;"ECHIN";"ECHINO_P";"Echinokokken Western";"";"Echinokokken Western";"Echinokokken (Westernblot)";11.02.2003;;4445,0;;;;;;;;42,0;"0";;;0,0;1,0;1,0;1,0;1,0;;;;0,0;;622,0;"ECHINO_P";;"ECHINO_P";"Echinokokken Westernblot";;"";622,0;16,0;;"";;;;;1,0;;;0,0;;;;
626,0;11.02.2003 10:00;;10.12.2019 16:48;;1,0;626,0;"COERU";"COERULOP";"Coeruloplasmin";"";"Coeruloplasmin";"Coeruloplasmin";11.02.2003;;4,0;;;;"0";"0";"0";;1,0;"0";;;0,0;1,0;1,0;1,0;1,0;;;;0,0;;626,0;"Coeruloplasmin";;"COERULOP";"Coeruloplasmin";;"";626,0;28,0;;;;;;;1,0;1,0;;0,0;;;;
633,0;11.02.2003 10:00;;18.03.2024 08:36;;1,0;633,0;"CU";"CU";"Kupfer";"";"Kupfer";"Kupfer im Serum";11.02.2003;;37,0;;;;;;;;1,0;"0";;;0,0;1,0;1,0;1,0;1,0;;;;0,0;;633,0;"CU";;"CU";"Kupfer";;"S";633,0;22,0;;"";;;;;1,0;10,0;;0,0;;;;
639,0;11.02.2003 10:11;;18.03.2024 08:40;;1,0;639,0;"ASCAR";"ASCARIS";"Ascaris (EIA)";"";"Ascaris (EIA)";"Ak g. Ascaris";11.02.2003;;4445,0;;;;;;;;42,0;"0";;;0,0;1,0;1,0;1,0;1,0;;;;0,0;;639,0;"ASCARIS";;"ASCARIS";"Ascaris (EIA)";;"";639,0;22,0;;;;;;;1,0;;;0,0;;;;
642,0;11.02.2003 10:34;;19.11.2007 15:02;;1,0;642,0;"AMIO";"AMIODAR";"Amiodaron gesamt";;"Amiodaron gesamt";"Amiodaron (gesamt)";11.02.2003;;5,0;;;;;;;;1,0;"0";;;0,0;1,0;1,0;1,0;1,0;;;;0,0;;642,0;"AMIO G";;"AMIO G";"Amiodaron gesamt";;"S";642,0;27,0;;;;;;;1,0;1,0;;0,0;;;;
649,0;11.02.2003 10:52;;16.11.2005 15:10;;1,0;649,0;"ASMA";"ASMA";"Ak g. glatte Muskula";;"Ak g. glatte Muskula";"Glatte Muskulatur";11.02.2003;;4444,0;;;;;;;;42,0;"0";;;0,0;1,0;1,0;1,0;1,0;;;;0,0;;649,0;"ASMA";;"ASMA";"Ak g. glatte Muskulatur (ASMA)";;"S";649,0;13,0;;;;;;;1,0;;;0,0;;;;
650,0;11.02.2003 10:52;;19.11.2007 15:02;;1,0;650,0;"C3_D";"C3_D";"C3d-gebunden";"";"C3d-gebunden";"C3d-gebunden (IgG)";11.02.2003;;5,0;;;;;;;;1,0;"0";;;0,0;1,0;1,0;1,0;1,0;;;;0,0;;650,0;"C3_D";;"C3_D";"C3d-gebunden";;"";650,0;16,0;;;;;;;1,0;1,0;;0,0;;;;
651,0;11.02.2003 10:52;;19.11.2007 15:02;;1,0;651,0;"C1_Q";"C1_Q";"C1q-gebunden";"";"C1q-gebunden";"C1q-gebunden (IgG und IgM)";11.02.2003;;5,0;;;;;;;;1,0;"0";;;0,0;1,0;1,0;1,0;1,0;;;;0,0;;651,0;"C1_Q";;"C1_Q";"C1q-gebunden";;"";651,0;16,0;;;;;;;1,0;1,0;;0,0;;;;
670,0;11.02.2003 14:37;;29.12.2016 11:41;;1,0;670,0;"SE.DI";"SE.DIFF";"SE.DIFF";"";"SE.DIFF";"Blutausstrich";11.01.2003;;4445,0;;;;;;;;5,0;"0";;;0,0;1,0;1,0;1,0;1,0;;;;0,0;;670,0;"SE.DIFF(Anfoereiterung LDS)";"Anfoerweiterung für LDS wenn man. Diff gemessen worden ist";"SE.DIFF";"";;"";670,0;10,0;;;;;;;0,0;;;1,0;;;;
674,0;11.02.2003 15:34;;19.11.2007 15:02;;1,0;674,0;"OXCAR";"OXCARBA";"Oxcarbazepin";"";"Oxcarbazepin";"Oxcarbazepin";11.02.2003;;5,0;;;;;;;;1,0;"0";;;0,0;1,0;1,0;1,0;1,0;;;;0,0;;674,0;"OXCARB";;"OXCARB";"Oxcarbazepin";;"SB";674,0;27,0;;;;;;;1,0;1,0;;0,0;;;;
675,0;11.02.2003 15:34;;28.08.2017 14:14;;1,0;675,0;"SCC";"SCC";"SCC";"";"SCC";"SCC";11.02.2003;;36,0;;;;;;;;42,0;"0";;;0,0;1,0;1,0;1,0;1,0;;;;0,0;;675,0;"SCC";;"SCC";"SCC im Punktat";;"S";675,0;5,0;;;;;;;1,0;;;0,0;;;;
678,0;11.02.2003 15:35;;16.11.2005 15:10;;1,0;678,0;"BA_H_";"BA_H_G_I";"Bartonella henselae";"";"Bartonella henselae";"B. henselae IgG (IFT)";11.02.2003;;4444,0;;;;;;;;42,0;"0";;;0,0;1,0;1,0;1,0;1,0;;;;0,0;;678,0;"BA_H_G_I";;"BA_H_G_I";"Bartonella henselae IgG (IFT)";;"";678,0;16,0;;;;;;;1,0;;;0,0;;;;
682,0;11.02.2003 16:40;;31.08.2020 12:49;;1,0;682,0;"ALDOS";"ALDOST-SU";"Aldosteron i. SU";"";"Aldosteron i. SU";"Aldosteron im Sammelurin";11.02.2003;;17,0;;;;;;;;32,0;"0";;;0,0;1,0;1,0;1,0;1,0;;;;0,0;;682,0;"ALDOST-U";;"ALDOST-U";"Aldosteron i.Urin";;"";682,0;27,0;;"";;;;;1,0;;;1,0;;;;
695,0;12.02.2003 10:04;;29.12.2015 11:57;;1,0;695,0;"TOBRA";"TOBRA";"Tobramycin";;"Tobramycin";"Tobramycin";12.02.2003;;5,0;;;;;;;;1,0;"0";;;0,0;1,0;1,0;1,0;1,0;;;;0,0;;695,0;"TOBRA";;"TOBRA";"Tobramycin";;"SB";695,0;5,0;;;;;;;1,0;1,0;;0,0;;;;
697,0;12.02.2003 10:32;;16.11.2005 15:10;;1,0;697,0;"CORTI";"CORT-SU";"Cortisol im Sammelur";"";"Cortisol im Sammelur";"Cortisol im Sammelurin";12.02.2003;;17,0;;;;;;;;32,0;"0";;;0,0;1,0;1,0;1,0;1,0;;;;0,0;;697,0;"CORTIS-U";;"CORTIS24";"Cortisol i. Urin";;"";697,0;22,0;;;;;;;1,0;;;0,0;;;;
701,0;12.02.2003 10:56;;25.10.2006 16:41;;1,0;701,0;"GES-P";"G-PORPH";"GES-PORP";"";"GES-PORP";"Gesamtporphyrine im Sammelurin";12.02.2003;;17,0;;;;;;;;32,0;"0";;;0,0;1,0;1,0;1,0;1,0;;;;0,0;;701,0;"GES-PORP";;"GES-POR";"Ges.Porphyrine";;"US";701,0;27,0;;"";;;;;0,0;;;1,0;;;;
704,0;12.02.2003 11:17;;10.12.2019 16:18;;1,0;704,0;"IGG_G";"IGG_G1";"Immunglobulin G1";"";"Immunglobulin G1";"IgG1";12.02.2003;;3,0;;;;"0";"0";"0";;1,0;"0";;;0,0;1,0;1,0;1,0;1,0;;;;0,0;;704,0;"Immunglobulin G1";;"IGG_G1";"Immunglobulin G1";;"";704,0;28,0;;;;;;;1,0;1,0;;0,0;;;;
705,0;12.02.2003 11:17;;10.12.2019 16:18;;1,0;705,0;"IGG_G";"IGG_G2";"Immunglobulin G2";"";"Immunglobulin G2";"IgG2";12.02.2003;;3,0;;;;"0";"0";"0";;1,0;"0";;;0,0;1,0;1,0;1,0;1,0;;;;0,0;;705,0;"Immunglobulin G2";;"IGG_G2";"Immunglobulin G2";;"";705,0;28,0;;;;;;;1,0;1,0;;0,0;;;;
706,0;12.02.2003 11:17;;10.12.2019 16:18;;1,0;706,0;"IGG_G";"IGG_G3";"Immunglobulin G3";"";"Immunglobulin G3";"IgG3";12.02.2003;;3,0;;;;"0";"0";"0";;1,0;"0";;;0,0;1,0;1,0;1,0;1,0;;;;0,0;;706,0;"Immunglobulin G3";;"IGG_G3";"Immunglobulin G3";;"";706,0;28,0;;;;;;;1,0;1,0;;0,0;;;;
707,0;12.02.2003 11:17;;10.12.2019 16:18;;1,0;707,0;"IGG_G";"IGG_G4";"Immunglobulin G4";"";"Immunglobulin G4";"IgG4";12.02.2003;;3,0;;;;"0";"0";"0";;1,0;"0";;;0,0;1,0;1,0;1,0;1,0;;;;0,0;;707,0;"Immunglobulin G4";;"IGG_G4";"Immunglobulin G4";;"";707,0;28,0;;;;;;;1,0;1,0;;0,0;;;;
708,0;12.02.2003 11:22;;31.07.2018 08:27;;1,0;708,0;"CHL_P";"CHL_P_A";"C. pneumoniae IgA";"";"C. pneumoniae IgA";"C. pneumoniae IgA (EIA)";12.02.2003;;4445,0;;;;;;;;42,0;"0";;;0,0;1,0;1,0;1,0;1,0;;;;0,0;;708,0;"CHL_P_A";;"CHL_P_A";"C. pneumoniae IgA";;"";708,0;16,0;;;;;;;1,0;;;0,0;;;;
716,0;12.02.2003 12:50;;31.07.2018 08:28;;1,0;716,0;"CHL_T";"CHL_T_A";"C. trachomatis IgA";;"C. trachomatis IgA";"C. trachomatis IgA (EIA)";12.02.2003;;4445,0;;;;;;;;42,0;"0";;;0,0;1,0;1,0;1,0;1,0;;;;0,0;;716,0;"CHL_T_A";;"CHL_T_A";"C. trachomatis IgA";;;716,0;16,0;;;;;;;1,0;;;0,0;;;;
717,0;12.02.2003 12:50;;31.07.2018 08:28;;1,0;717,0;"CHL_T";"CHL_T_G";"C. trachomatis IgG";;"C. trachomatis IgG";"C. trachomatis IgG (EIA)";12.02.2003;;4657,0;;;;;;;;42,0;"0";;;0,0;1,0;1,0;1,0;1,0;;;;0,0;;717,0;"CHL_T_G";;"CHL_T_G";"C. trachomatis IgG";;;717,0;16,0;;;;;;;1,0;;;0,0;;;;
720,0;12.02.2003 13:20;;16.11.2005 15:10;;1,0;720,0;"PYRUV";"PYRUVAT";"Pyruvat";;"Pyruvat";"Pyruvat";12.02.2003;;4445,0;;;;;;;;29,0;"0";;;0,0;1,0;1,0;1,0;1,0;;;;0,0;;720,0;"PYRUVAT";;"PYRUVAT";"Pyruvat";;"";720,0;22,0;;;;;;;1,0;;;0,0;;;;
731,0;13.02.2003 20:19;;19.11.2007 15:06;;1,0;731,0;"PTN";"PTN";"Phenytoin";;"Phenytoin";"Phenytoin";13.02.2003;;5,0;;;;;;;;1,0;"0";;;0,0;1,0;1,0;1,0;1,0;;;;0,0;10410,0;731,0;"PTN";;"PTN";"Phenytoin";;"S";731,0;5,0;;;;;;;1,0;1,0;;0,0;;;1,0;
748,0;14.02.2003 12:00;;14.11.2006 16:05;;1,0;748,0;"HBA0";"HBA0  ES";"Hb A";"";"Hb A";"Hb A0";14.02.2003;;15,0;;;;;;;;5,0;"0";;;0,0;1,0;1,0;1,0;1,0;;;;0,0;;748,0;"HBA0  ES";;"HBA0  ES";"Hb A";;"";748,0;8,0;;"";;;;;1,0;1,0;;1,0;;;;
749,0;14.02.2003 12:00;;16.11.2005 13:31;;1,0;749,0;"HBA2";"HBA2  ES";"Hb A2";"";"Hb A2";"Hb A2";14.02.2003;;15,0;;;;;;;;5,0;"0";;;0,0;1,0;1,0;1,0;1,0;;;;0,0;;749,0;"HBA2  ES";;"HBA2  ES";"Hb A2";;"";749,0;8,0;;"";;;;;1,0;;;1,0;;;;
750,0;14.02.2003 12:00;;16.11.2005 13:31;;1,0;750,0;"HBS";"HBS   ES";"Hb S";"";"Hb S";"Hb S";14.02.2003;;15,0;;;;;;;;5,0;"0";;;0,0;1,0;1,0;1,0;1,0;;;;0,0;;750,0;"HBS   ES";;"HBS   ES";"Hb S";;"";750,0;8,0;;"";;;;;1,0;;;1,0;;;;
751,0;14.02.2003 12:00;;16.11.2005 13:31;;1,0;751,0;"HBF";"HBF   ES";"Hb F";"";"Hb F";"Hb F";14.02.2003;;15,0;;;;;;;;5,0;"0";;;0,0;1,0;1,0;1,0;1,0;;;;0,0;;751,0;"HBF   ES";;"HBF   ES";"Hb F";;"";751,0;8,0;;"";;;;;1,0;;;1,0;;;;
757,0;14.02.2003 15:56;;18.03.2024 08:41;;1,0;757,0;"TRYPA";"TRYPAN_I";"Trypanosomen";"";"Trypanosomen (IFT)";"Ak g. Trypanosomen";14.02.2003;;4444,0;;;;;;;;42,0;"0";;;0,0;1,0;1,0;1,0;1,0;;;;0,0;;757,0;"TRYPAN_I";;"TRYPAN_I";"Trypanosomen (IFT)";;"";757,0;22,0;;"";;;;;1,0;;;0,0;;;;
758,0;14.02.2003 15:58;;04.10.2012 08:30;;1,0;758,0;"MET H";"MET HB";"Met-Hämoglobin";"";"Met-Haemoglobin";"Met-Hämoglobin";14.02.2003;;15,0;;;;;;;;13,0;"0";;;0,0;1,0;1,0;1,0;1,0;;;;0,0;;758,0;"MET HB";;"MET HB";"Met-Haemoglobin";;"";758,0;5,0;;"";;;;;1,0;;;0,0;;;;
