TEST_NR;NAME_LANG;NAME_BEFUND_LANG;GESCHLECHT;BIS_ALTER_TAGE;BIS_ALTER_MONATE;BIS_ALTER_JAHRE;BIS_ALTER;NORMALWERT_VON;NORMALWERT_BIS;BEURTEILUNG;QUELLE
332,0;"LH";"LH";"u";;;22,0;22,0;;;;
332,0;"LH";"LH";"m";;;71,0;71,0;1,5;9,3;;"Fa. Siemens,  Referenzwert-Kompendium, ADVIA Centaur Systeme, Version 1.6, Stand Mai 2016"
332,0;"LH";"LH";"w";;;71,0;71,0;8,7;76,2;;"Fa. Siemens,  Referenzwert-Kompendium, ADVIA Centaur Systeme, Version 1.6, Stand Mai 2016"
332,0;"LH";"LH";"u";;;71,0;71,0;;;;
332,0;"LH";"LH";"u";;;999,0;999,0;;;;
332,0;"LH";"LH";"m";;;999,0;999,0;1,2;8,6;;
332,0;"LH";"LH";"w";;;999,0;999,0;19,2;103,0;;
333,0;"Prolaktin";"Prolaktin";"m";;;16,0;16,0;;;;
333,0;"Prolaktin";"Prolaktin";"w";;;16,0;16,0;;;;
333,0;"Prolaktin";"Prolaktin";"m";;;999,0;999,0;2,6;13,1;;
333,0;"Prolaktin";"Prolaktin";"w";;;999,0;999,0;3,3;26,7;;
333,0;"Prolaktin";"Prolaktin";"u";;;999,0;999,0;;;;
334,0;"Zink";"Zink";"m";;12,0;;0,9;40,6;99,7;;"Fa. Diasys, Packungsbeilage"
334,0;"Zink";"Zink";"w";;12,0;;0,9;40,6;99,7;;"Fa. Diasys, Packungsbeilage"
334,0;"Zink";"Zink";"u";;12,0;;0,9;40,6;99,7;;"Fa. Diasys, Packungsbeilage"
334,0;"Zink";"Zink";"m";;;16,0;16,0;62,6;110,0;;"Fa. Diasys, Packungsbeilage"
334,0;"Zink";"Zink";"w";;;16,0;16,0;62,6;110,0;;"Fa. Diasys, Packungsbeilage"
334,0;"Zink";"Zink";"u";;;16,0;16,0;62,6;110,0;;"Fa. Diasys, Packungsbeilage"
334,0;"Zink";"Zink";"m";;;999,0;999,0;72,6;127,0;;"Fa. Diasys, Packungsbeilage"
334,0;"Zink";"Zink";"w";;;999,0;999,0;70,0;114,0;;"Fa. Diasys, Packungsbeilage"
334,0;"Zink";"Zink";"u";;;999,0;999,0;;;;"Fa. Diasys, Packungsbeilage"
335,0;"Antistaphylolysin (A";"Anti-Staphylolysin (ASTA)";"u";;;999,0;999,0;;2,0;;
336,0;"CA 19-9";"CA 19-9 alt";"u";;;999,0;999,0;;37,0;;
337,0;"CA 19-9";"CA 19-9";"u";;;999,0;999,0;;35,0;;
339,0;"Anti-HDV";"Ak g. HDV";"u";;;999,0;999,0;;;"negativ";
340,0;"DOB=""""delta over bas";"DOB='delta over baseline'";"u";;;999,0;999,0;;4,0;;
341,0;"Aussehen";"Aussehen";"u";;;999,0;999,0;;;;
342,0;"Zellzahl gesamt";"Zellzahl gesamt";"u";;;999,0;999,0;;15,0;;
342,0;"Zellzahl gesamt";"Zellzahl gesamt";"u";;;16,0;16,0;;5,0;;
343,0;"Lymphozyten";"Lymphozyten";"u";;;999,0;999,0;;15,0;;
343,0;"Lymphozyten";"Lymphozyten";"u";;;16,0;16,0;;5,0;;
344,0;"Granulozyten";"Granulozyten";"u";;;999,0;999,0;;3,0;;
344,0;"Granulozyten";"Granulozyten";"u";;;16,0;16,0;;1,0;;
351,0;"Toxoplasma IgA (IFT)";"Toxoplasma IgA (IFT)";"u";;;999,0;999,0;;;"negativ";
352,0;"HIT-AK";"HIT-Antikörper";"u";;;999,0;999,0;;;;
354,0;"Vitamin B1 (Thiamin)";"Vitamin B1 (Thiamin)";"u";;;16,0;16,0;;;;
354,0;"Vitamin B1 (Thiamin)";"Vitamin B1 (Thiamin)";"u";;;999,0;999,0;33,1;;;"Referenz: Hersteller"
355,0;"Vitamin B6 (Pyridoxa";"Vitamin B6 (PLP)";"u";;;16,0;16,0;;;;
355,0;"Vitamin B6 (Pyridoxa";"Vitamin B6 (PLP)";"u";;;999,0;999,0;5,7;;;
357,0;"NSE";"NSE";"u";;;999,0;999,0;;12,5;;
358,0;"FK 506";"Tacrolimus (FK 506)";"u";;;999,0;999,0;4,0;15,0;;"Thomas, Labor und Diagnose, 8. Auflage, TH-Books Frankfurt/Main, 2012"
359,0;"Diphtherie-Toxin";"Diphtherie-Toxoid (EIA)";"u";;;999,0;999,0;;;"immun > 1000";
360,0;"Röteln IgG (CLIA)";"Röteln IgG (CLIA)";"u";;;999,0;999,0;;;"Immun > 15";
362,0;"VZV IgG (CLIA)";"VZV IgG (CLIA)";"u";;;999,0;999,0;;;"Immun > 100";
366,0;"Pertussis-IgA";"B. Pertussis IgA (Blot)";"u";;;999,0;999,0;;;;
367,0;"Pertussis-IgG";"B. Pertussis IgG (Blot)";"u";;;999,0;999,0;;;;
368,0;"Pertussis-IgM";"B. Pertussis IgM (Blot)";"u";;;999,0;999,0;;9,0;;
368,0;"Pertussis-IgM";"B. Pertussis IgM (Blot)";"u";;;999,0;999,0;;;;
369,0;"Masern IgG (CLIA)";"Masern IgG (CLIA)";"u";;;999,0;999,0;;;"Immun > 16,5";
371,0;"Freies PSA";"Freies PSA alt";"u";;;999,0;999,0;;;;
371,0;"Freies PSA";"Freies PSA alt";"u";;;999,0;999,0;;1,0;"";
372,0;"PSA frei/gesamt";"PSA frei/gesamt alt";"u";;;999,0;999,0;0,1;1,0;;
373,0;"Laktat i. Plasma";"Laktat i. Plasma";"u";;;999,0;999,0;0,5;2,2;;
375,0;"Shigella sonnei";"S. sonnei (Aggl)";"u";;;999,0;999,0;;;"< 1: 200";
376,0;"Shigella dysenteriae";"S. dysenteriae I (Aggl)";"u";;;999,0;999,0;;;"< 1: 200";
377,0;"Shigella dysenteriae";"S. dysenteriae II (Aggl)";"u";;;999,0;999,0;;;"< 1: 200";
378,0;"Shigella flexneri";"S. flexneri (Aggl)";"u";;;999,0;999,0;;;"< 1: 200";
380,0;"C. jejunii KBR";"C. jejunii (KBR)";"u";;;999,0;999,0;;;"< 1: 20";
381,0;"C. fetus KBR";"C. fetus (KBR)";"u";;;999,0;999,0;;;"< 1: 20";
382,0;"FTYP4";"FTYP4";"u";;;999,0;999,0;;;;
383,0;"Vancomycin";"Vancomycin";"u";;;999,0;999,0;5,0;10,0;;
384,0;"Lithium im Serum";"Lithium";"u";;;999,0;999,0;0,5;1,0;;
385,0;"Promyelozyten";"Promyelozyten";"u";;;999,0;999,0;;0,0;;
386,0;"Myelozyten";"Myelozyten";"u";;;999,0;999,0;;0,0;;
387,0;"Valproinsäure";"Valproinsäure";"u";;;999,0;999,0;50,0;100,0;;
388,0;"Lymphozyten";"Lymphozyten";"u";;;999,0;999,0;;;;
389,0;"Neutrophile";"Neutrophile";"u";;;999,0;999,0;;;;
390,0;"Eosinophile";"Eosinophile";"u";;;999,0;999,0;;;;
391,0;"Monozytoide";"Monozytoide";"u";;;999,0;999,0;;;;
392,0;"Makrophagen";"Makrophagen";"u";;;999,0;999,0;;;;
393,0;"Renin";"Renin";"u";;;999,0;999,0;1,7;23,9;;"Herstellerangaben, Beipackzettel Diasorin, Gerät Liaision"
395,0;"Phenobarbital";"Phenobarbital";"u";;;18,0;18,0;15,0;40,0;"";
395,0;"Phenobarbital";"Phenobarbital";"u";;;999,0;999,0;15,0;40,0;;
396,0;"Osmolalität i.Serum";"Osmolalität im Serum";"u";;;999,0;999,0;280,0;295,0;;
397,0;"Albumin i.L.";"Albumin im Liquor";"u";;;999,0;999,0;;30,0;;
399,0;"Albumin % i.L.";"Albumin % i.L.";"u";;;999,0;999,0;50,0;75,0;;
400,0;"IgG % i.L.";"IgG % im Liquor";"u";;;999,0;999,0;;8,0;;
401,0;"Albumin-Quotient";"Albumin-Quotient";"u";;;999,0;999,0;;;;
402,0;"IgG-Quotient";"IgG-Quotient";"u";;;999,0;999,0;;;;
403,0;"monoklonaler Ig-Typ";"monoklonaler Ig-Typ 1";"u";;;999,0;999,0;;;;
404,0;"monoklonale Konzentr";"monoklonale Konzentr.1";"u";;;999,0;999,0;;;;
405,0;"monoklonaler Ig-Typ";"monoklonaler Ig-Typ 2";"u";;;999,0;999,0;;;;
406,0;"monoklonale Konzentr";"monoklonale Konzentr.2";"u";;;999,0;999,0;;;;
407,0;"Metanephrine";"Metanephrine im Sammelurin";"u";;;999,0;999,0;;;;
408,0;"Metanephrine";"Metanephrine";"u";;;999,0;999,0;50,0;290,0;;
409,0;"Protein S-100";"Protein S-100";"u";;;999,0;999,0;;0,1;;
410,0;"Borrelien-PHA";"Borrelien (PHA)";"u";;;999,0;999,0;;;"- 1:160";
412,0;"Pankreat. Elastase";"Pankreatische Elastase 1";"u";;;999,0;999,0;;;;
413,0;"Chymotrypsin";"Chymotrypsin";"u";;;999,0;999,0;20,0;;;
414,0;"Stuhlgewicht";"Stuhlgewicht (24 h)";"u";;;999,0;999,0;;;;
415,0;"Stuhlfett %";"Stuhlfett";"u";;;999,0;999,0;;4,0;;
416,0;"Stuhlfett/24h";"Stuhlfett (24 h)";"u";;;999,0;999,0;;7,0;;
417,0;"NS 5";"NS 5";"u";;;999,0;999,0;;;"negativ";
418,0;"NS 4";"NS 4";"u";;;999,0;999,0;;;"negativ";
419,0;"NS 3";"NS 3";"u";;;999,0;999,0;;;"negativ";
420,0;"E2";"E 2";"u";;;999,0;999,0;;;"negativ";
421,0;"C2";"C 2";"u";;;999,0;999,0;;;"negativ";
422,0;"C1";"C 1";"u";;;999,0;999,0;;;"negativ";
423,0;"Blut im Stuhl";"Blut im Stuhl";"u";;;999,0;999,0;;;"negativ";
424,0;"pH";"pH";"u";;;999,0;999,0;6,0;7,5;;
426,0;"KONSI ST";"KONSI ST";"u";;;999,0;999,0;;;;
427,0;"Borrelien-IgG i.L.";"Borrelien-IgG im Liquor";"u";;;999,0;999,0;;;"negativ";
428,0;"Borrelien-Blot-IgM";"Borrelien-Blot-IgM:";"u";;;999,0;999,0;;;;
433,0;"Masern IgM (CLIA)";"Masern IgM (CLIA)";"u";;;999,0;999,0;;;"negativ";
438,0;"Polioviren 1-3 KBR";"Polioviren 1-3 KBR";"u";;;999,0;999,0;;;"< 1: 40";
440,0;"Ak g. Liver-Kidney-M";"Mikrosomen (LKM-1)";"u";;;999,0;999,0;;;"< 1: 20";
441,0;"CA 72-4";"CA 72-4";"u";;;999,0;999,0;;6,9;;
442,0;"EBV-IgG-Avidität";"EBV IgG Avidität";"u";;;999,0;999,0;;;"Anm. *";
444,0;"EBV-VCA-IgG-IFT";"VCA IgG (IFT)";"u";;;999,0;999,0;;;"< 1: 40";
445,0;"EBV-EA-IgG-IFT";"Early-Antigen IgG (IFT)";"u";;;999,0;999,0;;;"< 1: 10";
446,0;"EBV-EBNA-IgG-IFT";"EBNA IgG (IFT)";"u";;;999,0;999,0;;;"< 1: 10";
447,0;"EBV-IgM-IFT";"EBV-IgM-IFT";"u";;;999,0;999,0;;;;
448,0;"EBV-VCA-IgM-IFT";"VCA IgM (IFT)";"u";;;999,0;999,0;;;"< 1: 10";
449,0;"Helicobacter pylori";"Helicobacter pylori (EIA)";"u";;;999,0;999,0;;10,0;;
450,0;"Hantavirus-IgG Weste";"Hantavirus Westernblot IgG";"u";;;999,0;999,0;;;"negativ";
451,0;"Hantavirus-IgM Weste";"Hantavirus Westernblot IgM";"u";;;999,0;999,0;;;"negativ";
453,0;"Coxsackie B1 KBR";"Coxsackie B1 KBR";"u";;;999,0;999,0;;;"< 1: 40";
454,0;"Coxsackie B2 KBR";"Coxsackie B2 KBR";"u";;;999,0;999,0;;;"< 1: 40";
455,0;"Coxsackie B3 KBR";"Coxsackie B3 KBR";"u";;;999,0;999,0;;;"< 1: 40";
456,0;"Coxsackie B4 KBR";"Coxsackie B4 KBR";"u";;;999,0;999,0;;;"< 1: 40";
457,0;"Coxsackie B5 KBR";"Coxsackie B5 KBR";"u";;;999,0;999,0;;;"< 1: 40";
458,0;"Coxsackie B6 KBR";"Coxsackie B6 KBR";"u";;;999,0;999,0;;;"< 1: 40";
459,0;"Anti-HBe";"Anti-HBe";"u";;;999,0;999,0;;;"negativ";
461,0;"Anti-HBcIgM";"Anti-HBc IgM";"u";;;999,0;999,0;;;"negativ";
463,0;"HBe Antigen";"HBe-Antigen";"u";;;999,0;999,0;;;"negativ";
465,0;"Treponema IgG-Wester";"Treponema IgG (Blot)";"u";;;999,0;999,0;;;"negativ";
466,0;"Treponema IgM-Wester";"Treponema IgM (Blot)";"u";;;999,0;999,0;;;"negativ";
467,0;"Cardiolipin KBR";"Anti-Cardiolipin (KBR)";"u";;;999,0;999,0;;;"< 1: 10";
468,0;"Thyreoglobulin";"Thyreoglobulin";"u";;;999,0;999,0;2,0;70,0;;
468,0;"Thyreoglobulin";"Thyreoglobulin";"u";;;16,0;16,0;;;;
469,0;"Wiederfindung";"Wiederfindung";"u";;;999,0;999,0;;;;
470,0;"Wiederfindung %";"Wiederfindung %";"u";;;999,0;999,0;70,0;130,0;;
470,0;"Wiederfindung %";"Wiederfindung %";"u";;;16,0;16,0;;;;
471,0;"C. pneumoniae IgG";"C. pneumoniae IgG (EIA)";"u";;;999,0;999,0;;21,0;;
472,0;"Anti-HCV (Sanofi)";"Anti-HCV *";"u";;;999,0;999,0;;;"negativ";
475,0;"Candida (PHA)";"Candida (PHA)";"u";;;999,0;999,0;;;"< 1: 160";
476,0;"RSV (KBR)";"RSV (KBR)";"u";;;999,0;999,0;;;"< 1: 40";
477,0;"Adenovirus KBR";"Adenovirus (KBR)";"u";;;999,0;999,0;;;"< 1: 60";
478,0;"EBV-Mononukleose-Sch";"Mononukleose-Schnelltest";"u";;;999,0;999,0;;;"negativ";
479,0;"Beta-HCG neu";"Beta-HCG neu";"u";;;999,0;999,0;;5,0;;
480,0;"Inhalationsscheibe I";"Inhalationsscheibe I";"u";;;999,0;999,0;;;;
481,0;"Inhalationsscheibe I";"Inhalationsscheibe II";"u";;;999,0;999,0;;;;
482,0;"Inhalationsscheibe I";"Inhalationsscheibe III";"u";;;999,0;999,0;;;;
483,0;"Nahrungsmittel I";"Nahrungsmittel I";"u";;;999,0;999,0;;;;
484,0;"Nahrungsmittel II";"Nahrungsmittel II";"u";;;999,0;999,0;;;;
485,0;"Nahrungsmittel III";"Nahrungsmittel III";"u";;;999,0;999,0;;;;
486,0;"Nahrungsmittel IV";"Nahrungsmittel IV";"u";;;999,0;999,0;;;;
487,0;"Glucose im Hämolysat";"Glucose im Hämolysat";"u";;;999,0;999,0;70,0;120,0;;
488,0;"Milch";"Milch";"u";;;999,0;999,0;;;;
489,0;"Bäume (Frühblüher)";"Bäume (Frühblüher)";"u";;;999,0;999,0;;;;
490,0;"Bäume (Spätblüher)";"Bäume (Spätblüher)";"u";;;999,0;999,0;;;;
491,0;"Haselnußstrauch";"Haselnußstrauch";"u";;;999,0;999,0;;;;
492,0;"Kanarienvogelfedern";"Kanarienvogelfedern";"u";;;999,0;999,0;;;;
493,0;"Greer Labs";"Greer Labs";"u";;;999,0;999,0;;;;
495,0;"Borrelien-Blot-IgG:";"Borrelien-Blot-IgG:";"u";;;999,0;999,0;;;;
496,0;"Tryptase";"Tryptase";"u";;;999,0;999,0;;12,5;;
497,0;"ECP";"ECP";"u";;;999,0;999,0;;11,3;;
498,0;"Ak g. Lebermembran A";"Ak g. Leber-Membran (LMA)";"u";;;999,0;999,0;;;;
499,0;"Ak g. Zytokeratin 8/";"SLA (Zytokeratin 8/18)";"u";;;999,0;999,0;;10,0;;
500,0;"Ak gegen Gliadin";"Gliadin (IgA)";"u";;;999,0;999,0;;12,0;;
501,0;"Ak g. Endomysium (Ig";"Ak. g. Endomysium IgA (IFT)";"u";;;999,0;999,0;;;"< 1: 10";
503,0;"Toxoplasma IgG (CLIA";"Toxoplasma IgG (CLIA)";"u";;;999,0;999,0;;10,5;;
504,0;"Toxoplasma IgM (CLIA";"Toxoplasma IgM (CLIA)";"u";;;999,0;999,0;;;"negativ";
508,0;"Aspergillus (PHA)";"Aspergillus (PHA)";"u";;;999,0;999,0;;;"< 1: 320";
509,0;"FSME-IgG";"FSME-IgG";"u";;;999,0;999,0;;20,0;;"Beipackzettel Euroimmun"
510,0;"Harnstoff-N im Urin";"Harnstoff-N im Urin";"u";;;999,0;999,0;1500,0;2600,0;"";
512,0;"Phosphat i.24h Urin";"Phosphat i.U./ 24h";"u";;;999,0;999,0;15,0;45,0;"";
513,0;"Oestradiol";"Oestradiol";"m";1,0;;;0,0;;;;"Thomas, Labor und Diagnose, 8. Auflage, TH-Books, Frankfurt/Main, 2012"
513,0;"Oestradiol";"Oestradiol";"m";7,0;;;0,1;;62,4;;"Thomas, Labor und Diagnose, 8. Auflage, TH-Books, Frankfurt/Main, 2012"
513,0;"Oestradiol";"Oestradiol";"m";15,0;;;0,2;8,4;34,3;;"Thomas, Labor und Diagnose, 8. Auflage, TH-Books, Frankfurt/Main, 2012"
513,0;"Oestradiol";"Oestradiol";"m";;;4,0;4,0;;17,7;;"Thomas, Labor und Diagnose, 8. Auflage, TH-Books, Frankfurt/Main, 2012"
513,0;"Oestradiol";"Oestradiol";"m";;;7,0;7,0;7,9;33,0;;"Thomas, Labor und Diagnose, 8. Auflage, TH-Books, Frankfurt/Main, 2012"
513,0;"Oestradiol";"Oestradiol";"m";;;9,0;9,0;;22,6;;"Thomas, Labor und Diagnose, 8. Auflage, TH-Books, Frankfurt/Main, 2012"
513,0;"Oestradiol";"Oestradiol";"m";;;11,0;11,0;;22,1;;"Thomas, Labor und Diagnose, 8. Auflage, TH-Books, Frankfurt/Main, 2012"
513,0;"Oestradiol";"Oestradiol";"m";;;12,0;12,0;7,6;30,0;;"Thomas, Labor und Diagnose, 8. Auflage, TH-Books, Frankfurt/Main, 2012"
513,0;"Oestradiol";"Oestradiol";"m";;;13,0;13,0;7,1;35,7;;"Thomas, Labor und Diagnose, 8. Auflage, TH-Books, Frankfurt/Main, 2012"
513,0;"Oestradiol";"Oestradiol";"m";;;14,0;14,0;5,4;63,2;;"Thomas, Labor und Diagnose, 8. Auflage, TH-Books, Frankfurt/Main, 2012"
513,0;"Oestradiol";"Oestradiol";"m";;;15,0;15,0;6,0;74,4;;"Thomas, Labor und Diagnose, 8. Auflage, TH-Books, Frankfurt/Main, 2012"
513,0;"Oestradiol";"Oestradiol";"m";;;16,0;16,0;;82,3;;"Thomas, Labor und Diagnose, 8. Auflage, TH-Books, Frankfurt/Main, 2012"
513,0;"Oestradiol";"Oestradiol";"m";;;18,0;18,0;10,9;37,3;;"Thomas, Labor und Diagnose, 8. Auflage, TH-Books, Frankfurt/Main, 2012"
513,0;"Oestradiol";"Oestradiol";"m";;;20,0;20,0;7,6;35,1;;"Thomas, Labor und Diagnose, 8. Auflage, TH-Books, Frankfurt/Main, 2012"
513,0;"Oestradiol";"Oestradiol";"m";;;999,0;999,0;;40,0;;"Beipackzettel"
513,0;"Oestradiol";"Oestradiol";"w";1,0;;;0,0;;;;"Thomas, Labor und Diagnose, 8. Auflage, TH-Books, Frankfurt/Main, 2012"
513,0;"Oestradiol";"Oestradiol";"w";7,0;;;0,1;6,8;31,6;;"Thomas, Labor und Diagnose, 8. Auflage, TH-Books, Frankfurt/Main, 2012"
513,0;"Oestradiol";"Oestradiol";"w";15,0;;;0,2;11,4;36,5;;"Thomas, Labor und Diagnose, 8. Auflage, TH-Books, Frankfurt/Main, 2012"
513,0;"Oestradiol";"Oestradiol";"w";;;4,0;4,0;5,7;30,8;;"Thomas, Labor und Diagnose, 8. Auflage, TH-Books, Frankfurt/Main, 2012"
513,0;"Oestradiol";"Oestradiol";"w";;;7,0;7,0;;22,1;;"Thomas, Labor und Diagnose, 8. Auflage, TH-Books, Frankfurt/Main, 2012"
513,0;"Oestradiol";"Oestradiol";"w";;;9,0;9,0;6,3;24,0;;"Thomas, Labor und Diagnose, 8. Auflage, TH-Books, Frankfurt/Main, 2012"
513,0;"Oestradiol";"Oestradiol";"w";;;11,0;11,0;;47,9;;"Thomas, Labor und Diagnose, 8. Auflage, TH-Books, Frankfurt/Main, 2012"
513,0;"Oestradiol";"Oestradiol";"w";;;12,0;12,0;9,0;51,2;;"Thomas, Labor und Diagnose, 8. Auflage, TH-Books, Frankfurt/Main, 2012"
513,0;"Oestradiol";"Oestradiol";"w";;;13,0;13,0;;60,2;;"Thomas, Labor und Diagnose, 8. Auflage, TH-Books, Frankfurt/Main, 2012"
513,0;"Oestradiol";"Oestradiol";"w";;;14,0;14,0;;42,8;;"Thomas, Labor und Diagnose, 8. Auflage, TH-Books, Frankfurt/Main, 2012"
513,0;"Oestradiol";"Oestradiol";"w";;;15,0;15,0;11,4;147,4;;"Thomas, Labor und Diagnose, 8. Auflage, TH-Books, Frankfurt/Main, 2012"
513,0;"Oestradiol";"Oestradiol";"w";;;16,0;16,0;6,8;247,6;;"Thomas, Labor und Diagnose, 8. Auflage, TH-Books, Frankfurt/Main, 2012"
513,0;"Oestradiol";"Oestradiol";"w";;;17,0;17,0;20,7;231,3;;"Thomas, Labor und Diagnose, 8. Auflage, TH-Books, Frankfurt/Main, 2012"
513,0;"Oestradiol";"Oestradiol";"w";;;18,0;18,0;13,3;138,1;;"Thomas, Labor und Diagnose, 8. Auflage, TH-Books, Frankfurt/Main, 2012"
513,0;"Oestradiol";"Oestradiol";"w";;;20,0;20,0;14,4;187,4;;"Thomas, Labor und Diagnose, 8. Auflage, TH-Books, Frankfurt/Main, 2012"
513,0;"Oestradiol";"Oestradiol";"u";;;999,0;999,0;;;;
513,0;"Oestradiol";"Oestradiol";"m";;;17,0;17,0;10,9;82,3;;"Thomas, Labor und Diagnose, 8. Auflage, TH-Books, Frankfurt/Main, 2012"
513,0;"Oestradiol";"Oestradiol";"w";;;999,0;999,0;32,1;517,0;;
514,0;"Testosteron i.Serum";"Testosteron";"w";3,0;;;0,0;;;;"Hiort, Danne, Wabitsch, Pädiatrische Endokrinologie und Diabetologie, Springer Verlag"
514,0;"Testosteron i.Serum";"Testosteron";"w";14,0;;;0,1;0,5;20,0;;"Hiort, Danne, Wabitsch, Pädiatrische Endokrinologie und Diabetologie, Springer Verlag"
514,0;"Testosteron i.Serum";"Testosteron";"w";;4,0;;0,7;0,5;20,0;;"Hiort, Danne, Wabitsch, Pädiatrische Endokrinologie und Diabetologie, Springer Verlag"
514,0;"Testosteron i.Serum";"Testosteron";"w";;;9,0;9,0;2,0;15,0;;"Hiort, Danne, Wabitsch, Pädiatrische Endokrinologie und Diabetologie, Springer Verlag"
514,0;"Testosteron i.Serum";"Testosteron";"w";;;13,0;13,0;5,0;40,0;;"Hiort, Danne, Wabitsch, Pädiatrische Endokrinologie und Diabetologie, Springer Verlag"
514,0;"Testosteron i.Serum";"Testosteron";"w";;;15,0;15,0;8,0;50,0;;"Hiort, Danne, Wabitsch, Pädiatrische Endokrinologie und Diabetologie, Springer Verlag"
514,0;"Testosteron i.Serum";"Testosteron";"w";;;17,0;17,0;12,0;60,0;;"Hiort, Danne, Wabitsch, Pädiatrische Endokrinologie und Diabetologie, Springer Verlag"
514,0;"Testosteron i.Serum";"Testosteron";"w";;;21,0;21,0;20,0;60,0;;"Hiort, Danne, Wabitsch, Pädiatrische Endokrinologie und Diabetologie, Springer Verlag"
514,0;"Testosteron i.Serum";"Testosteron";"m";3,0;;;0,0;;;;"Hiort, Danne, Wabitsch, Pädiatrische Endokrinologie und Diabetologie, Springer Verlag"
514,0;"Testosteron i.Serum";"Testosteron";"m";14,0;;;0,1;10,0;50,0;;"Hiort, Danne, Wabitsch, Pädiatrische Endokrinologie und Diabetologie, Springer Verlag"
514,0;"Testosteron i.Serum";"Testosteron";"m";;4,0;;0,7;80,0;320,0;;"Hiort, Danne, Wabitsch, Pädiatrische Endokrinologie und Diabetologie, Springer Verlag"
514,0;"Testosteron i.Serum";"Testosteron";"m";;;9,0;9,0;2,0;20,0;;"Hiort, Danne, Wabitsch, Pädiatrische Endokrinologie und Diabetologie, Springer Verlag"
514,0;"Testosteron i.Serum";"Testosteron";"m";;;13,0;13,0;5,0;100,0;;"Hiort, Danne, Wabitsch, Pädiatrische Endokrinologie und Diabetologie, Springer Verlag"
514,0;"Testosteron i.Serum";"Testosteron";"m";;;15,0;15,0;10,0;350,0;;"Hiort, Danne, Wabitsch, Pädiatrische Endokrinologie und Diabetologie, Springer Verlag"
514,0;"Testosteron i.Serum";"Testosteron";"m";;;17,0;17,0;270,0;630,0;;"Hiort, Danne, Wabitsch, Pädiatrische Endokrinologie und Diabetologie, Springer Verlag"
514,0;"Testosteron i.Serum";"Testosteron";"m";;;21,0;21,0;300,0;;;"Hiort, Danne, Wabitsch, Pädiatrische Endokrinologie und Diabetologie, Springer Verlag"
514,0;"Testosteron i.Serum";"Testosteron";"u";;;999,0;999,0;;;;
514,0;"Testosteron i.Serum";"Testosteron";"m";;;999,0;999,0;175,0;781,0;;
514,0;"Testosteron i.Serum";"Testosteron";"w";;;999,0;999,0;;75,0;;
515,0;"alpha-1-Antitrypsin";"alpha-1-Antitrypsin";"u";;;999,0;999,0;0,9;2,0;;
515,0;"alpha-1-Antitrypsin";"alpha-1-Antitrypsin";"u";28,0;;;0,3;1,2;3,6;"";
516,0;"Faktor VIII";"Faktor VIII";"u";;;999,0;999,0;70,0;180,0;;"Lentze 2007"
516,0;"Faktor VIII";"Faktor VIII";"u";1,0;;;0,0;50,0;178,0;;"Lentze 2007"
516,0;"Faktor VIII";"Faktor VIII";"u";5,0;;;0,1;50,0;154,0;;"Lentze 2007"
516,0;"Faktor VIII";"Faktor VIII";"u";30,0;;;0,3;50,0;157,0;;"Lentze 2007"
516,0;"Faktor VIII";"Faktor VIII";"u";;3,0;;0,6;50,0;125,0;;"Lentze 2007"
516,0;"Faktor VIII";"Faktor VIII";"u";;6,0;;0,9;50,0;109,0;;"Lentze 2007"
517,0;"Epinephrin/Kollagen";"Epinephrin/Kollagen";"u";;;999,0;999,0;82,0;168,0;;
518,0;"ADP/Kollagen";"ADP/Kollagen";"u";;;999,0;999,0;80,0;120,0;;
519,0;"TNF-alpha";"TNF-alpha";"u";;;999,0;999,0;0,0;8,1;;
520,0;"Monozytäre Zellen";"Monoz. Zellen im Punktat";"u";;;999,0;999,0;;;;
521,0;"FTYP2A";"FTYP2A";"u";;;999,0;999,0;;;;
522,0;"(CD38)";"(CD38)";"u";;;999,0;999,0;;;;
523,0;"(CD11c)";"(CD11c)";"u";;;999,0;999,0;;;;
524,0;"HLA-DR";"HLA-DR";"u";;;999,0;999,0;;;;
525,0;"Ig-Kappa";"Ig-Kappa";"u";;;999,0;999,0;;;;
526,0;"Ig-Lambda";"Ig-Lambda";"u";;;999,0;999,0;;;;
527,0;"Granulozyten (CD45+)";"Granulozyten (CD45+)";"u";;;999,0;999,0;;;;
530,0;"CD3";"T-Lymphozyten (CD3)";"u";;;999,0;999,0;;;"";
532,0;"CD4";"Helfer-T-Lymphozyten (CD4)";"u";;;999,0;999,0;;;"";
534,0;"CD8";"Suppressor-T-Lymphozyten (CD8)";"u";;;999,0;999,0;;;"";
535,0;"B-Lymphozyten (CD19)";"B-Lymphozyten (CD19)";"u";;;999,0;999,0;;;;
536,0;"CD19";"B-Lymphozyten (CD19)";"u";;;999,0;999,0;;;"";
538,0;"CD16CD56";"Natürliche Killerzellen (CD16/56)";"u";;;999,0;999,0;;;"";
539,0;"Monozyten (CD14)";"Monozyten (CD14)";"u";;;999,0;999,0;;;;
540,0;"(CD14)";"(CD14)";"u";;;999,0;999,0;;;;
541,0;"Atyp. Lymphozyten";"Atyp. Lymphozyten";"u";;;999,0;999,0;;0,0;;
542,0;"ATYP-ZE";"ATYP-ZE";"u";;;999,0;999,0;;;;
544,0;"(CD103)";"(CD103)";"u";;;999,0;999,0;;;;
545,0;"(CD10)";"(CD10)";"u";;;999,0;999,0;;;;
